kernel,randomized,working_set_bytes,block_size_bytes,backing_size_bytes,duration_secs,hash
scalar_stats,true,1048576,32,4294967296,0.00207355,0ffa0c0d91595a25
scalar_stats,true,1048576,64,4294967296,0.00159665,0ffa0c0d91595a25
scalar_stats,true,1048576,128,4294967296,0.00154276,0ffa0c0d91595a25
scalar_stats,true,1048576,256,4294967296,0.000887264,0ffa0c0d91595a25
scalar_stats,true,1048576,512,4294967296,0.000555019,0ffa0c0d91595a25
scalar_stats,true,1048576,1024,4294967296,0.000379956,0ffa0c0d91595a25
scalar_stats,true,1048576,2048,4294967296,0.000271094,0ffa0c0d91595a25
scalar_stats,true,1048576,4096,4294967296,0.000222283,0ffa0c0d91595a25
scalar_stats,true,1048576,8192,4294967296,0.000190293,0ffa0c0d91595a25
scalar_stats,true,1048576,16384,4294967296,0.000175053,0ffa0c0d91595a25
scalar_stats,true,1048576,32768,4294967296,0.000154763,0ffa0c0d91595a25
scalar_stats,true,1048576,65536,4294967296,0.000147982,0ffa0c0d91595a25
scalar_stats,true,1048576,131072,4294967296,0.000145242,0ffa0c0d91595a25
scalar_stats,true,1048576,262144,4294967296,0.000143313,0ffa0c0d91595a25
scalar_stats,true,1048576,524288,4294967296,0.000142783,0ffa0c0d91595a25
scalar_stats,true,1048576,1048576,4294967296,0.000141942,0ffa0c0d91595a25
scalar_stats,true,2097152,32,4294967296,0.00397347,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,64,4294967296,0.00315264,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,128,4294967296,0.00304865,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,256,4294967296,0.00174852,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,512,4294967296,0.00111744,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,1024,4294967296,0.000765093,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,2048,4294967296,0.000531079,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,4096,4294967296,0.000436967,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,8192,4294967296,0.000375616,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,16384,4294967296,0.000342716,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,32768,4294967296,0.000309605,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,65536,4294967296,0.000295494,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,131072,4294967296,0.000287214,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,262144,4294967296,0.000286805,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,524288,4294967296,0.000285824,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,1048576,4294967296,0.000281185,0ffa0c0d1f73ca3c
scalar_stats,true,2097152,2097152,4294967296,0.000279724,0ffa0c0d1f73ca3c
scalar_stats,true,4194304,32,4294967296,0.00716014,0ffa0c0d1874318b
scalar_stats,true,4194304,64,4294967296,0.00598888,0ffa0c0d1874318b
scalar_stats,true,4194304,128,4294967296,0.00604338,0ffa0c0d1874318b
scalar_stats,true,4194304,256,4294967296,0.00348084,0ffa0c0d1874318b
scalar_stats,true,4194304,512,4294967296,0.00221426,0ffa0c0d1874318b
scalar_stats,true,4194304,1024,4294967296,0.00151532,0ffa0c0d1874318b
scalar_stats,true,4194304,2048,4294967296,0.00105697,0ffa0c0d1874318b
scalar_stats,true,4194304,4096,4294967296,0.000854903,0ffa0c0d1874318b
scalar_stats,true,4194304,8192,4294967296,0.000742152,0ffa0c0d1874318b
scalar_stats,true,4194304,16384,4294967296,0.000666191,0ffa0c0d1874318b
scalar_stats,true,4194304,32768,4294967296,0.00061948,0ffa0c0d1874318b
scalar_stats,true,4194304,65536,4294967296,0.00059284,0ffa0c0d1874318b
scalar_stats,true,4194304,131072,4294967296,0.000577669,0ffa0c0d1874318b
scalar_stats,true,4194304,262144,4294967296,0.00057277,0ffa0c0d1874318b
scalar_stats,true,4194304,524288,4294967296,0.00059479,0ffa0c0d1874318b
scalar_stats,true,4194304,1048576,4294967296,0.000568549,0ffa0c0d1874318b
scalar_stats,true,4194304,2097152,4294967296,0.000570479,0ffa0c0d1874318b
scalar_stats,true,8388608,32,4294967296,0.0116876,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,64,4294967296,0.0112197,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,128,4294967296,0.0115748,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,256,4294967296,0.00695175,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,512,4294967296,0.00442429,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,1024,4294967296,0.00305431,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,2048,4294967296,0.00211433,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,4096,4294967296,0.00172172,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,8192,4294967296,0.00148815,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,16384,4294967296,0.00136746,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,32768,4294967296,0.0012472,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,65536,4294967296,0.00120314,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,131072,4294967296,0.00116704,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,262144,4294967296,0.0011502,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,524288,4294967296,0.00114452,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,1048576,4294967296,0.00116032,0ffa0c0d9a1b6ba2
scalar_stats,true,8388608,2097152,4294967296,0.00113883,0ffa0c0d9a1b6ba2
scalar_stats,true,16777216,32,4294967296,0.0206146,0ffa0c0d1af487d6
scalar_stats,true,16777216,64,4294967296,0.0167358,0ffa0c0d1af487d6
scalar_stats,true,16777216,128,4294967296,0.021341,0ffa0c0d1af487d6
scalar_stats,true,16777216,256,4294967296,0.0138502,0ffa0c0d1af487d6
scalar_stats,true,16777216,512,4294967296,0.00881268,0ffa0c0d1af487d6
scalar_stats,true,16777216,1024,4294967296,0.00602321,0ffa0c0d1af487d6
scalar_stats,true,16777216,2048,4294967296,0.00426981,0ffa0c0d1af487d6
scalar_stats,true,16777216,4096,4294967296,0.00343262,0ffa0c0d1af487d6
scalar_stats,true,16777216,8192,4294967296,0.00296793,0ffa0c0d1af487d6
scalar_stats,true,16777216,16384,4294967296,0.0026757,0ffa0c0d1af487d6
scalar_stats,true,16777216,32768,4294967296,0.00247666,0ffa0c0d1af487d6
scalar_stats,true,16777216,65536,4294967296,0.00238751,0ffa0c0d1af487d6
scalar_stats,true,16777216,131072,4294967296,0.00241382,0ffa0c0d1af487d6
scalar_stats,true,16777216,262144,4294967296,0.0023012,0ffa0c0d1af487d6
scalar_stats,true,16777216,524288,4294967296,0.00228403,0ffa0c0d1af487d6
scalar_stats,true,16777216,1048576,4294967296,0.00244387,0ffa0c0d1af487d6
scalar_stats,true,16777216,2097152,4294967296,0.00227544,0ffa0c0d1af487d6
scalar_stats,true,33554432,32,4294967296,0.0405414,0ffa0c0d1f843d86
scalar_stats,true,33554432,64,4294967296,0.0319079,0ffa0c0d1f843d86
scalar_stats,true,33554432,128,4294967296,0.0341294,0ffa0c0d1f843d86
scalar_stats,true,33554432,256,4294967296,0.0257731,0ffa0c0d1f843d86
scalar_stats,true,33554432,512,4294967296,0.0172687,0ffa0c0d1f843d86
scalar_stats,true,33554432,1024,4294967296,0.0120802,0ffa0c0d1f843d86
scalar_stats,true,33554432,2048,4294967296,0.00856661,0ffa0c0d1f843d86
scalar_stats,true,33554432,4096,4294967296,0.00711081,0ffa0c0d1f843d86
scalar_stats,true,33554432,8192,4294967296,0.00611079,0ffa0c0d1f843d86
scalar_stats,true,33554432,16384,4294967296,0.00553467,0ffa0c0d1f843d86
scalar_stats,true,33554432,32768,4294967296,0.00507288,0ffa0c0d1f843d86
scalar_stats,true,33554432,65536,4294967296,0.00505832,0ffa0c0d1f843d86
scalar_stats,true,33554432,131072,4294967296,0.00477241,0ffa0c0d1f843d86
scalar_stats,true,33554432,262144,4294967296,0.00461747,0ffa0c0d1f843d86
scalar_stats,true,33554432,524288,4294967296,0.00473502,0ffa0c0d1f843d86
scalar_stats,true,33554432,1048576,4294967296,0.00475588,0ffa0c0d1f843d86
scalar_stats,true,33554432,2097152,4294967296,0.00477909,0ffa0c0d1f843d86
scalar_stats,true,67108864,32,4294967296,0.0798516,0ffa0c0d99139d4f
scalar_stats,true,67108864,64,4294967296,0.0630021,0ffa0c0d99139d4f
scalar_stats,true,67108864,128,4294967296,0.0659332,0ffa0c0d99139d4f
scalar_stats,true,67108864,256,4294967296,0.0504784,0ffa0c0d99139d4f
scalar_stats,true,67108864,512,4294967296,0.0336617,0ffa0c0d99139d4f
scalar_stats,true,67108864,1024,4294967296,0.023718,0ffa0c0d99139d4f
scalar_stats,true,67108864,2048,4294967296,0.0169272,0ffa0c0d99139d4f
scalar_stats,true,67108864,4096,4294967296,0.0137605,0ffa0c0d99139d4f
scalar_stats,true,67108864,8192,4294967296,0.0121466,0ffa0c0d99139d4f
scalar_stats,true,67108864,16384,4294967296,0.0107529,0ffa0c0d99139d4f
scalar_stats,true,67108864,32768,4294967296,0.00993085,0ffa0c0d99139d4f
scalar_stats,true,67108864,65536,4294967296,0.00957457,0ffa0c0d99139d4f
scalar_stats,true,67108864,131072,4294967296,0.00957932,0ffa0c0d99139d4f
scalar_stats,true,67108864,262144,4294967296,0.00925897,0ffa0c0d99139d4f
scalar_stats,true,67108864,524288,4294967296,0.00930343,0ffa0c0d99139d4f
scalar_stats,true,67108864,1048576,4294967296,0.00926901,0ffa0c0d99139d4f
scalar_stats,true,67108864,2097152,4294967296,0.00918524,0ffa0c0d99139d4f
scalar_stats,false,1048576,32,4294967296,0.000328665,0ffa0c0d1020521e
scalar_stats,false,1048576,64,4294967296,0.000277425,0ffa0c0d1020521e
scalar_stats,false,1048576,128,4294967296,0.000275925,0ffa0c0d1020521e
scalar_stats,false,1048576,256,4294967296,0.000209173,0ffa0c0d1020521e
scalar_stats,false,1048576,512,4294967296,0.000177553,0ffa0c0d1020521e
scalar_stats,false,1048576,1024,4294967296,0.000146713,0ffa0c0d1020521e
scalar_stats,false,1048576,2048,4294967296,0.000155062,0ffa0c0d1020521e
scalar_stats,false,1048576,4096,4294967296,0.000157103,0ffa0c0d1020521e
scalar_stats,false,1048576,8192,4294967296,0.000153022,0ffa0c0d1020521e
scalar_stats,false,1048576,16384,4294967296,0.000150262,0ffa0c0d1020521e
scalar_stats,false,1048576,32768,4294967296,0.000149422,0ffa0c0d1020521e
scalar_stats,false,1048576,65536,4294967296,0.000146293,0ffa0c0d1020521e
scalar_stats,false,1048576,131072,4294967296,0.000145472,0ffa0c0d1020521e
scalar_stats,false,1048576,262144,4294967296,0.000145353,0ffa0c0d1020521e
scalar_stats,false,1048576,524288,4294967296,0.000141163,0ffa0c0d1020521e
scalar_stats,false,1048576,1048576,4294967296,0.000143163,0ffa0c0d1020521e
scalar_stats,false,2097152,32,4294967296,0.00065631,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,64,4294967296,0.000544759,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,128,4294967296,0.000551589,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,256,4294967296,0.000421607,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,512,4294967296,0.000369106,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,1024,4294967296,0.000323335,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,2048,4294967296,0.000297545,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,4096,4294967296,0.000308495,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,8192,4294967296,0.000305905,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,16384,4294967296,0.000300005,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,32768,4294967296,0.000296535,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,65536,4294967296,0.000293574,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,131072,4294967296,0.000293205,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,262144,4294967296,0.000289685,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,524288,4294967296,0.000283784,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,1048576,4294967296,0.000283035,0ffa0c0d1e38ccd5
scalar_stats,false,2097152,2097152,4294967296,0.000281525,0ffa0c0d1e38ccd5
scalar_stats,false,4194304,32,4294967296,0.00252162,0ffa0c0d9f332568
scalar_stats,false,4194304,64,4294967296,0.00111377,0ffa0c0d9f332568
scalar_stats,false,4194304,128,4294967296,0.00114932,0ffa0c0d9f332568
scalar_stats,false,4194304,256,4294967296,0.000847074,0ffa0c0d9f332568
scalar_stats,false,4194304,512,4294967296,0.000721092,0ffa0c0d9f332568
scalar_stats,false,4194304,1024,4294967296,0.000698051,0ffa0c0d9f332568
scalar_stats,false,4194304,2048,4294967296,0.00065677,0ffa0c0d9f332568
scalar_stats,false,4194304,4096,4294967296,0.00061358,0ffa0c0d9f332568
scalar_stats,false,4194304,8192,4294967296,0.00060066,0ffa0c0d9f332568
scalar_stats,false,4194304,16384,4294967296,0.00059383,0ffa0c0d9f332568
scalar_stats,false,4194304,32768,4294967296,0.000588829,0ffa0c0d9f332568
scalar_stats,false,4194304,65536,4294967296,0.000571989,0ffa0c0d9f332568
scalar_stats,false,4194304,131072,4294967296,0.000571319,0ffa0c0d9f332568
scalar_stats,false,4194304,262144,4294967296,0.00056971,0ffa0c0d9f332568
scalar_stats,false,4194304,524288,4294967296,0.000572069,0ffa0c0d9f332568
